LSOA11CD,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON,total_crime,centroid_lon,centroid_lat
E01000888,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.799999999999999,527797.6893118971,185522.1474614792
E01000889,0.6,0.8,0.6,0.3,0.2,0.9,0.5,0.9,1.1,0.8,6.7,528366.0997167244,185337.66232634897
E01000890,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.799999999999999,527954.0875158698,185296.64775465816
E01000891,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,0.9,0.6,6.999999999999999,528243.8614574076,185198.6745510895
E01000892,0.3,0.8,0.5,0.3,0.3,0.9,0.5,0.9,1.3,0.6,6.3999999999999995,527621.7328819731,185164.4510354547
E01000893,0.6,0.8,0.5,0.3,0.2,0.9,0.3,0.9,0.9,0.6,6.0,527158.1283380165,186179.11899213787
E01000894,0.3,0.8,0.6,0.2,0.2,0.8,0.6,1.3,0.9,0.6,6.300000000000001,526766.5816223222,185956.68586167513
E01000895,0.6,0.8,0.6,0.3,0.2,0.9,0.6,1.3,1.1,0.6,7.0,526489.3008457153,185769.78557171408
E01000896,0.3,0.6,0.5,0.3,0.2,1.1,0.6,1.3,1.1,0.6,6.6,526959.2918626642,185675.59932474833
E01000897,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.3,0.6,6.8,526823.3831300506,185324.85363983802
E01000898,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.8,0.8,6.999999999999999,527235.7612670343,185306.24799779878
E01000899,0.6,0.8,0.6,0.2,0.3,0.9,0.5,1.1,1.1,0.6,6.699999999999999,526275.151188142,186629.9671260236
E01000900,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.1,0.9,0.8,6.8999999999999995,528183.8351432874,184835.4661949344
E01000901,0.6,0.8,0.6,0.3,0.2,0.9,0.6,1.3,1.1,0.6,7.0,528424.266585863,184908.01636875974
E01000902,0.6,0.8,0.5,0.3,0.3,1.1,0.5,1.1,1.1,0.8,7.099999999999999,527950.5914033856,184800.77773697788
E01000903,0.3,0.8,0.6,0.2,0.3,0.9,0.5,1.1,1.1,0.6,6.4,527805.2832254759,184964.0099810137
E01000904,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,528475.8407151221,184451.23289961112
E01000905,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,528220.3947143569,184616.3909882446
E01000906,0.5,0.8,0.6,0.2,0.2,0.9,0.5,1.3,1.1,0.6,6.699999999999999,527882.4249892223,184440.8357031608
E01000907,0.6,0.8,0.6,0.3,0.3,0.9,0.3,0.8,1.1,0.6,6.299999999999999,528842.950108064,186640.6976347585
E01000908,0.5,0.8,0.6,0.3,0.2,0.9,0.3,0.9,1.3,0.6,6.3999999999999995,528594.20069868,186647.02593384206
E01000909,0.3,0.8,0.6,0.3,0.2,0.8,0.6,1.3,1.3,0.6,6.8,528379.5645761908,186419.15614978917
E01000910,0.5,0.8,0.5,0.3,0.2,0.8,0.3,1.1,1.1,0.6,6.199999999999999,528654.5500564821,186072.026213284
E01000911,0.5,0.8,0.5,0.3,0.2,0.8,0.3,1.1,0.9,0.6,6.0,528883.0603983563,186054.50210349093
E01000912,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.499999999999999,527931.9474101386,186165.62670858146
E01000913,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.8,7.2,527702.0663998475,187098.37440578718
E01000914,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.499999999999999,530729.8124111365,181664.1289795909
E01000915,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,0.9,0.6,6.6,530584.9683329808,181962.17932383565
E01000916,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,531324.2028069955,181905.53678416842
E01000917,0.5,0.8,0.5,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.3,531165.5384626098,181835.32329169105
E01000918,0.6,0.9,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.599999999999999,530363.1514499523,181413.83019476186
E01000919,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.8,7.1,530049.635686294,181244.44532468021
E01000920,0.5,0.8,0.6,0.3,0.2,1.1,0.6,1.3,0.8,0.9,7.1,530822.509373013,182134.00820087918
E01000921,0.5,0.8,0.6,0.3,0.2,1.1,0.6,1.3,1.3,0.6,7.299999999999999,529083.6773460954,185522.38768550134
E01000922,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,0.9,0.6,6.699999999999999,528805.8709368801,185040.3044754297
E01000923,0.6,0.6,0.6,0.3,0.3,0.9,0.5,1.1,1.3,0.6,6.799999999999999,529160.9720483383,185385.57608170796
E01000924,0.6,0.8,0.6,0.3,0.2,0.8,0.5,1.3,1.1,0.6,6.799999999999999,529417.2273361876,185343.23128726
E01000925,0.5,0.8,0.6,0.3,0.3,1.1,0.5,1.1,1.1,0.6,6.899999999999999,529297.6666723633,185120.93474412267
E01000926,0.6,0.8,0.6,0.3,0.2,1.1,0.5,1.3,1.3,0.8,7.499999999999999,529623.8017263052,185070.96878228712
E01000927,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.6,7.199999999999999,528796.3033736782,184720.71866704317
E01000928,0.6,0.6,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.6,7.1,528813.2991894899,185553.50764780014
E01000929,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.9,7.2,525818.8665923068,183642.64258839842
E01000930,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.6,7.499999999999999,525581.4477540108,183607.56806391446
E01000931,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,525062.8159228634,184282.49138579643
E01000932,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.3,0.6,7.099999999999999,525293.045229222,184223.0728801502
E01000933,0.5,0.8,0.6,0.2,0.3,0.9,0.6,1.3,1.1,0.6,6.9,525477.1070777031,183920.66178030104
E01000934,0.6,0.8,0.6,0.3,0.2,0.9,0.5,1.1,1.1,0.8,6.8999999999999995,526201.3425044783,183921.33012821662
E01000935,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,6.899999999999999,525940.8747991193,183909.88520470102
E01000937,0.6,0.8,0.5,0.2,0.2,0.9,0.5,1.3,1.1,0.6,6.699999999999999,530455.1700657578,182379.51925853154
E01000938,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,530618.4127172751,182854.596762943
E01000939,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,0.9,0.6,6.999999999999999,530421.5240138832,182793.92831512896
E01000941,0.5,0.8,0.6,0.3,0.2,0.9,0.6,1.3,1.1,0.6,6.9,530290.167067813,182637.76375831323
E01000942,0.3,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,6.999999999999999,530041.8844060774,182678.68970607803
E01000943,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.3,0.6,7.099999999999999,530025.8980518625,182477.50634027037
E01000944,0.5,0.6,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.8,6.8999999999999995,528909.9087736014,182557.51399263515
E01000946,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.8,7.3999999999999995,528698.2360499698,182829.46470116798
E01000947,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.8,7.699999999999999,529145.3305909008,183360.59880937298
E01000948,0.5,0.8,0.6,0.3,0.2,0.9,0.5,1.1,1.1,0.6,6.6,528720.0179618119,183448.4767537186
E01000949,0.5,0.8,0.5,0.3,0.2,0.9,0.5,1.1,1.1,0.6,6.5,528916.5842133894,182971.11537875477
E01000951,0.5,0.8,0.6,0.3,0.3,0.9,0.6,0.9,1.1,0.6,6.6,529021.3137445787,182748.5818041703
E01000952,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,7.0,529506.300094039,183308.79944690055
E01000954,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.499999999999999,529358.6846979918,183106.73609567923
E01000955,0.5,0.8,0.6,0.3,0.2,1.1,0.5,1.1,1.1,0.6,6.799999999999999,529603.9333289729,182967.6140015611
E01000956,0.6,0.8,0.6,0.3,0.3,1.1,0.5,1.3,1.1,0.9,7.5,529907.6402232848,182872.31474254292
E01000957,0.5,0.8,0.6,0.3,0.3,1.1,0.5,1.3,1.1,0.6,7.1,529522.7671512966,184105.1401192949
E01000958,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.6,7.299999999999999,529588.5337659505,183744.7532299949
E01000959,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.1,0.9,0.6,6.6,529317.071854596,183603.12803408937
E01000960,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,526302.7017335949,184499.89990798992
E01000961,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,526485.17449467,184134.45389701292
E01000962,0.5,0.8,0.5,0.2,0.2,0.9,0.6,1.3,0.9,0.6,6.5,526124.3974862101,184280.0001231428
E01000963,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,526788.6624547786,184057.20716534494
E01000964,0.5,0.8,0.6,0.3,0.2,0.9,0.3,0.9,0.9,0.6,6.0,525915.1370519759,184551.7450797537
E01000965,0.6,0.6,0.6,0.3,0.2,0.9,0.5,1.1,1.1,0.6,6.5,525583.9333091077,184216.7764274795
E01000966,0.3,0.8,0.5,0.2,0.2,0.8,0.3,0.9,1.1,0.8,5.8999999999999995,525885.154864214,184168.75502882162
E01000967,0.6,0.8,0.6,0.3,0.2,0.9,0.5,1.1,1.1,0.8,6.8999999999999995,527326.6750872551,183874.00688453286
E01000968,0.5,0.8,0.6,0.3,0.2,0.8,0.5,1.1,1.1,0.6,6.5,525427.2911708917,184432.2306429453
E01000969,0.5,0.8,0.6,0.3,0.2,0.9,0.6,1.3,1.1,0.6,6.9,525679.1479991376,185129.3696981335
E01000970,0.5,0.6,0.5,0.3,0.3,0.9,0.5,1.3,1.1,0.6,6.6,525350.7971099163,185028.51852514164
E01000971,0.3,0.6,0.6,0.3,0.2,0.8,0.5,0.9,0.9,0.6,5.7,525134.0760490083,185065.90492997563
E01000972,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,525963.5465097532,184890.89196299162
E01000973,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,525484.7183737049,184692.5300411574
E01000974,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,0.9,0.6,6.699999999999999,524972.885758615,184694.8632785674
E01000975,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.6,7.399999999999999,533099.3705076143,165960.4060771346
E01000976,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.8,7.3999999999999995,533128.8454815581,166387.15888506683
E01000977,0.6,0.8,0.6,0.3,0.2,0.9,0.5,1.1,1.3,0.6,6.8999999999999995,533996.2204421359,166070.31747383304
E01000978,0.6,0.8,0.6,0.3,0.2,0.9,0.5,0.8,1.1,0.8,6.6000000000000005,533710.4584815578,165993.80170022926
E01000979,0.6,0.8,0.6,0.3,0.2,0.9,0.6,1.3,1.1,0.6,7.0,533446.6252160834,165987.5730016867
E01000980,0.5,0.8,0.6,0.3,0.3,0.8,0.5,0.9,1.1,0.6,6.4,533565.6181116494,166988.6667354147
E01000981,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.8,6.8999999999999995,534053.5538486756,166830.13371527943
E01000982,0.5,0.6,0.6,0.2,0.3,0.6,0.5,0.9,1.1,0.6,5.9,533621.9139931544,166736.1360541844
E01000983,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.699999999999999,533982.5333331652,166453.24175174886
E01000984,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,533458.0891383336,166492.47082498187
E01000985,0.5,0.8,0.5,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.5,535065.6957083576,166325.41003179038
E01000986,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,534399.0912584654,165997.48498267934
E01000987,0.5,0.6,0.6,0.2,0.2,0.8,0.6,1.1,1.1,0.6,6.300000000000001,534685.3824838616,166378.03136397564
E01000989,0.5,0.6,0.5,0.3,0.0,0.9,0.3,0.9,1.1,0.8,5.8999999999999995,535977.9030737347,167394.0927945904
E01000990,0.5,0.8,0.6,0.3,0.3,0.9,0.5,0.9,1.3,0.8,6.8999999999999995,535110.6268710037,167252.3629025609
E01000991,0.6,0.6,0.6,0.2,0.3,0.8,0.5,1.1,1.1,0.6,6.399999999999999,535904.5336089372,166840.02660942308
E01000992,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.1,1.1,0.6,6.799999999999999,535125.4966120259,166913.6997934208
E01000993,0.6,0.8,0.6,0.3,0.2,0.9,0.6,1.3,1.1,0.8,7.2,534427.9817367903,166615.17670960308
E01000994,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.799999999999999,531531.075978506,168749.17473296227
E01000995,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.6,7.499999999999999,531188.5122127674,168493.84343435403
E01000996,0.5,0.6,0.6,0.3,0.3,0.8,0.5,0.6,1.1,0.8,6.099999999999999,531602.4356171692,168438.14824433395
E01000997,0.5,0.6,0.6,0.2,0.2,0.8,0.5,1.1,1.1,0.6,6.199999999999999,531754.6562222958,168230.63877093254
E01000998,0.5,0.8,0.6,0.3,0.2,0.9,0.5,1.3,1.1,0.8,6.999999999999999,531960.3625015232,168417.2883169684
E01000999,0.5,0.5,0.6,0.3,0.3,0.9,0.5,0.8,0.9,0.6,5.9,531408.6764231665,168179.2956652134
E01001000,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.8,7.1,532173.2399864376,168105.0422960297
E01001001,0.6,0.8,0.6,0.3,0.3,0.9,0.5,0.9,1.1,0.6,6.6,532508.142223746,167912.51689113263
E01001002,0.5,0.6,0.6,0.3,0.3,0.9,0.3,1.1,1.1,0.6,6.299999999999999,531757.9637596561,167835.77627570377
E01001003,0.5,0.8,0.6,0.3,0.3,0.9,0.5,0.9,1.1,0.6,6.5,532182.1000911022,167762.23911363608
E01001004,0.5,0.8,0.6,0.3,0.3,0.9,0.5,0.9,1.3,0.6,6.699999999999999,531974.64313265,167512.90077686912
E01001005,0.6,0.8,0.6,0.3,0.3,0.8,0.6,1.3,1.1,0.6,7.0,531510.646196124,166653.6184852786
E01001006,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,530526.1986376556,166555.63824726344
E01001007,0.6,0.6,0.6,0.3,0.3,0.8,0.6,1.3,1.3,0.8,7.199999999999999,530376.0768875751,167001.7359204369
E01001008,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.1,1.1,0.8,7.099999999999999,531059.8417791465,166557.45450610222
E01001009,0.5,0.8,0.6,0.3,0.3,0.8,0.6,1.3,1.1,0.8,7.1000000000000005,531332.9567212524,166781.31245164017
E01001010,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.8,7.699999999999999,530955.542377691,166014.84083799104
E01001011,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.499999999999999,531668.5886242971,166465.92526247597
E01001012,0.6,0.8,0.6,0.3,0.3,1.1,0.5,1.3,1.3,0.6,7.399999999999999,532114.3028875857,166481.38996208462
E01001013,0.6,0.8,0.6,0.3,0.3,1.3,0.6,1.3,1.3,0.8,7.899999999999999,531852.1257602806,166197.62831568872
E01001015,0.6,0.6,0.6,0.3,0.3,0.8,0.3,0.8,1.1,0.8,6.199999999999998,530277.6508952811,158867.35792621307
E01001016,0.5,0.6,0.5,0.2,0.3,0.8,0.3,0.9,1.1,0.6,5.800000000000001,530717.7877780413,159358.62593835534
E01001017,0.5,0.6,0.5,0.3,0.2,0.8,0.3,0.6,1.1,0.6,5.5,529820.3575691518,157830.47123432587
E01001018,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.1,1.1,0.6,6.899999999999999,531589.5196031786,158249.97995926294
E01001019,0.5,0.6,0.6,0.3,0.3,0.8,0.3,0.8,1.1,0.6,5.899999999999999,530601.7021308121,158428.36207315457
E01001020,0.6,0.6,0.5,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.5,531145.0751781646,157802.7041869646
E01001021,0.6,0.6,0.6,0.3,0.3,0.8,0.3,1.1,1.1,0.6,6.299999999999999,530982.2334147836,156925.22259790936
E01001022,0.6,0.8,0.5,0.3,0.3,0.8,0.3,0.8,1.1,0.6,6.1,532099.161605014,157270.80897108666
E01001023,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.6,6.8999999999999995,529898.6482317536,159521.00085986187
E01001024,0.5,0.6,0.5,0.3,0.3,0.8,0.3,0.9,1.3,0.8,6.3,529304.8644962455,159583.9466853358
E01001025,0.3,0.6,0.5,0.2,0.2,0.3,0.3,0.9,0.9,0.6,4.799999999999999,528661.5956440329,159502.2386864005
E01001026,0.5,0.6,0.6,0.2,0.2,0.8,0.3,1.3,1.1,0.6,6.199999999999999,528623.4794425768,159133.17728492955
E01001027,0.6,0.8,0.5,0.3,0.2,0.9,0.5,1.3,1.3,0.6,6.999999999999999,529040.5909149906,158421.17435626316
E01001028,0.5,0.8,0.6,0.3,0.2,0.9,0.5,0.6,1.1,0.6,6.1,529627.9452123303,160917.62253958426
E01001029,0.6,0.8,0.5,0.3,0.2,0.8,0.5,1.1,1.3,0.6,6.7,530721.6202338997,161304.6057217317
E01001030,0.5,0.6,0.6,0.3,0.0,0.6,0.5,0.6,1.1,0.6,5.4,530284.2557583181,160590.78322035703
E01001031,0.5,0.6,0.3,0.3,0.3,0.5,0.5,0.6,1.1,0.6,5.3,529614.146745792,160047.49379950354
E01001032,0.5,0.8,0.6,0.3,0.3,0.8,0.3,0.8,0.9,0.6,5.8999999999999995,533601.8827760783,162804.87422072928
E01001033,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,532294.4500017083,162950.47855212283
E01001034,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.1,0.9,0.6,6.6,532885.2443861021,163017.80148957795
E01001035,0.6,0.6,0.6,0.3,0.2,0.9,0.5,0.6,0.9,0.8,6.0,533079.9128728821,164495.0987036918
E01001036,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.1,0.9,0.6,6.4,533746.3821562444,164046.6822762708
E01001037,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,532681.2313161042,164070.7878082381
E01001038,0.5,0.8,0.5,0.3,0.2,0.9,0.3,0.9,0.9,0.6,5.9,533075.6754211297,164069.89706233548
E01001039,0.5,0.8,0.5,0.3,0.3,0.8,0.5,0.9,0.9,0.6,6.1000000000000005,533264.7334804649,163405.22088997628
E01001040,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,6.899999999999999,532707.4231814014,163632.5591829877
E01001041,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.3,0.6,7.099999999999999,532392.9103584586,163374.4560735086
E01001042,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.8,7.699999999999999,532084.9452082226,165283.1615862368
E01001044,0.5,0.8,0.6,0.3,0.2,0.9,0.5,0.9,1.1,0.6,6.4,533247.7864123234,164993.79254468594
E01001046,0.5,0.9,0.5,0.3,0.2,0.8,0.5,0.9,1.1,0.6,6.300000000000001,533523.4829234729,165373.35079571992
E01001047,0.6,0.8,0.6,0.3,0.2,0.9,0.6,1.1,1.1,0.6,6.799999999999999,532684.9648664356,164679.30077717593
E01001049,0.6,0.8,0.6,0.2,0.2,0.9,0.3,1.1,1.1,0.6,6.4,534236.8138145312,165093.62674033406
E01001050,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.6,533405.0366418421,165610.21952443456
E01001051,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.8,7.099999999999999,537808.7422693804,163816.87252924673
E01001052,0.5,0.6,0.6,0.3,0.3,0.8,0.3,0.9,1.1,0.8,6.2,538140.1889194959,163971.66576908447
E01001053,0.6,0.6,0.6,0.3,0.2,0.9,0.5,0.8,1.3,0.8,6.6,538448.9632364175,163035.93385852032
E01001054,0.5,0.8,0.6,0.3,0.3,0.9,0.5,0.9,1.1,0.6,6.5,537709.816198726,163450.98432269762
E01001055,0.6,0.6,0.6,0.3,0.3,0.8,0.6,1.1,0.9,0.6,6.3999999999999995,538433.1091756012,163592.6563873911
E01001056,0.6,0.6,0.5,0.3,0.3,0.9,0.5,0.9,1.1,0.6,6.299999999999999,538287.1043764376,163200.75899124678
E01001057,0.5,0.6,0.6,0.3,0.3,0.8,0.5,0.8,0.9,0.6,5.8999999999999995,537965.8419226222,162989.94120910743
E01001058,0.5,0.6,0.6,0.3,0.2,0.6,0.5,0.8,1.3,0.6,6.0,536725.3249500379,162651.6562207991
E01001059,0.6,0.6,0.5,0.2,0.2,0.9,0.3,0.9,1.3,0.6,6.1,536282.2039916858,162573.10308802436
E01001060,0.6,0.8,0.6,0.3,0.3,0.6,0.5,0.8,1.1,0.8,6.3999999999999995,537433.4164375585,162035.64558193984
E01001061,0.3,0.6,0.6,0.3,0.3,0.9,0.3,1.1,1.1,0.6,6.1,535949.2498070485,163113.623390934
E01001062,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,535263.58816861,165312.40969297598
E01001063,0.6,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.699999999999999,535986.8815231647,165474.1858494896
E01001064,0.6,0.8,0.6,0.3,0.2,0.9,0.3,1.1,1.1,0.6,6.5,536248.0586562371,164229.35738969193
E01001065,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.1,1.1,0.6,6.899999999999999,537282.2911862425,163498.17995742412
E01001066,0.5,0.6,0.6,0.3,0.2,0.8,0.5,0.8,1.1,0.6,6.0,535706.9393553628,162978.25596953696
E01001067,0.5,0.8,0.5,0.2,0.2,0.8,0.3,0.6,1.1,0.6,5.6,531140.9073069827,160126.60635349568
E01001068,0.6,0.6,0.6,0.3,0.3,0.9,0.3,0.9,1.1,0.6,6.199999999999999,532715.5100054606,159718.1105659579
E01001069,0.5,0.6,0.5,0.3,0.0,0.8,0.2,0.8,0.9,0.8,5.4,531827.1591447126,160025.97753681138
E01001070,0.5,0.6,0.5,0.3,0.2,0.9,0.5,0.9,1.1,0.6,6.1,531691.8097972288,159410.43401118656
E01001071,0.6,0.8,0.6,0.3,0.2,0.8,0.2,0.9,1.1,0.6,6.1,533361.9614357571,159018.3946285368
E01001072,0.6,0.6,0.5,0.3,0.2,0.8,0.5,0.6,0.9,0.6,5.6,532556.4680481458,158495.71804753522
E01001073,0.6,0.8,0.6,0.3,0.3,0.8,0.2,0.9,1.1,0.6,6.199999999999999,531273.4944506815,160922.0175040179
E01001074,0.6,0.8,0.6,0.3,0.3,0.9,0.3,1.1,1.1,0.6,6.6,530852.1856814661,160525.26551842017
E01001075,0.5,0.8,0.6,0.3,0.2,0.9,0.6,1.1,1.1,0.6,6.699999999999999,532227.2433533594,160329.10343979616
E01001076,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.6,7.499999999999999,538746.784660167,161987.11726515307
E01001077,0.5,0.6,0.3,0.3,0.3,0.8,0.5,0.6,1.3,0.6,5.8,538339.1301366067,162500.5470844697
E01001078,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.6,6.8999999999999995,537926.6925649487,162383.82484292597
E01001079,0.5,0.6,0.6,0.3,0.3,0.9,0.3,0.9,0.9,0.6,5.8999999999999995,539159.8762565709,161932.68740427252
E01001080,0.5,0.8,0.6,0.3,0.3,0.9,0.3,0.9,1.1,0.6,6.299999999999999,538427.3020168673,161818.3606178143
E01001081,0.6,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.699999999999999,539157.8336394171,161290.65985411077
E01001082,0.5,0.8,0.6,0.3,0.3,0.9,0.5,0.9,1.1,0.6,6.5,538831.2291051691,162802.0414770926
E01001083,0.5,0.8,0.6,0.3,0.3,0.6,0.6,0.8,0.9,0.6,6.0,531140.7487787979,170051.33455765317
E01001084,0.6,0.8,0.6,0.3,0.3,0.8,0.6,1.1,1.1,0.6,6.799999999999999,531384.112130765,170579.00007042685
E01001085,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.1,0.9,0.6,6.6,530509.7015847258,169782.21767323077
E01001086,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.3,1.1,0.6,6.799999999999999,531153.2367049248,169021.17763453236
E01001087,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,530949.8961733609,169554.5897186789
E01001088,0.5,0.6,0.6,0.3,0.2,0.6,0.5,0.8,1.3,0.6,6.0,530164.8461065117,169098.16384547288
E01001089,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.6,7.299999999999999,530426.1823858904,169401.8800856133
E01001090,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.799999999999999,530705.62449572,169100.77465340678
E01001091,0.6,0.8,0.6,0.3,0.2,0.8,0.5,1.1,1.1,0.6,6.6,530594.4173774387,168724.46383761265
E01001092,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,7.0,531006.5826938386,162132.23358538357
E01001093,0.6,0.8,0.6,0.3,0.3,0.9,0.3,0.9,0.9,0.6,6.199999999999999,531711.4972554721,162350.44824130606
E01001094,0.5,0.8,0.6,0.3,0.3,0.6,0.5,0.9,1.3,0.6,6.3999999999999995,530035.7131066344,161773.0002706203
E01001095,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.3,0.9,0.6,6.6,532108.7302313781,162338.90133366256
E01001096,0.5,0.8,0.6,0.2,0.0,0.9,0.3,0.6,1.1,0.6,5.6,532228.7654067574,161883.63252288097
E01001097,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,531431.385273254,161541.87820907522
E01001098,0.3,0.8,0.6,0.3,0.0,0.5,0.2,0.8,1.1,0.6,5.199999999999999,532030.0477567816,161271.10308194128
E01001099,0.6,0.6,0.5,0.3,0.3,0.9,0.5,0.6,1.1,0.6,6.0,531934.943627821,160804.50816361024
E01001100,0.6,0.8,0.6,0.2,0.2,0.8,0.2,1.1,0.9,0.6,6.0,532542.9680679594,162488.6158270959
E01001101,0.5,0.6,0.6,0.2,0.0,0.8,0.3,0.6,1.1,0.6,5.3,533187.1956397027,161194.95361949765
E01001102,0.6,0.8,0.6,0.3,0.3,0.9,0.5,0.9,0.9,0.6,6.3999999999999995,534045.4734607213,161386.21485774385
E01001103,0.5,0.8,0.5,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.5,534328.4634646453,160715.44307657226
