LSOA11CD,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON,total_crime,centroid_lon,centroid_lat
E01002988,0.6,0.6,0.6,0.3,0.3,0.9,0.5,1.3,0.9,0.6,6.6,517435.3583574907,167256.47892797942
E01002989,0.5,0.8,0.5,0.3,0.2,0.8,0.5,1.3,0.9,0.6,6.4,517692.1669075554,167472.43544922202
E01002990,0.5,0.8,0.6,0.2,0.3,0.8,0.5,1.1,1.1,0.6,6.5,518251.4432817268,167824.50394742785
E01002991,0.5,0.6,0.6,0.2,0.2,0.9,0.5,0.9,1.1,0.6,6.1,518573.63444359176,168028.80851335806
E01002992,0.6,0.8,0.5,0.3,0.3,0.5,0.3,1.3,1.1,0.6,6.299999999999999,519100.0543883117,168055.45746985456
E01002993,0.6,0.8,0.3,0.2,0.2,0.6,0.5,0.8,0.9,0.6,5.5,517766.58066448994,166898.77337083215
E01002994,0.5,0.6,0.6,0.3,0.2,0.8,0.2,0.9,0.6,0.6,5.3,518082.53751565545,166095.16958411975
E01002995,0.3,0.8,0.6,0.3,0.2,0.6,0.2,0.6,0.9,0.6,5.1000000000000005,518061.7586520681,166611.8244254785
E01002996,0.6,0.6,0.6,0.3,0.3,0.9,0.3,1.1,1.1,0.6,6.399999999999999,518904.71898295614,166251.33566739043
E01002997,0.3,0.6,0.3,0.3,0.2,0.9,0.3,1.1,0.9,0.6,5.5,518542.22176318703,166337.57520037176
E01002998,0.5,0.6,0.6,0.3,0.3,0.8,0.3,0.8,1.1,0.6,5.899999999999999,518869.5847103117,165929.91669210017
E01002999,0.5,0.8,0.6,0.3,0.2,0.9,0.5,1.3,0.8,0.6,6.499999999999999,518298.6182154827,167076.80264614994
E01003000,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.799999999999999,519478.0345953855,165056.06363558507
E01003001,0.6,0.8,0.5,0.3,0.2,0.9,0.3,1.1,0.9,0.6,6.199999999999999,519521.61177308706,165594.57122052583
E01003002,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,518201.58694788796,165601.9204773824
E01003003,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,6.899999999999999,519330.18683773704,165964.44092590688
E01003004,0.6,0.6,0.6,0.3,0.3,0.8,0.2,1.3,1.3,0.8,6.799999999999999,518475.6083666409,165312.35058343929
E01003005,0.3,0.8,0.6,0.3,0.3,0.8,0.5,0.9,1.3,0.6,6.3999999999999995,518622.8224110535,164960.23731767543
E01003006,0.5,0.8,0.6,0.3,0.2,0.8,0.5,1.1,1.1,0.6,6.5,517678.0163661309,171322.7906644182
E01003007,0.5,0.8,0.6,0.3,0.0,0.8,0.3,0.9,1.1,0.6,5.9,518229.2652044448,171346.0671668749
E01003008,0.6,0.6,0.5,0.2,0.2,0.6,0.2,0.9,1.1,0.6,5.5,518318.0405872719,170981.50961977988
E01003009,0.6,0.8,0.6,0.3,0.3,0.8,0.2,1.3,1.1,0.6,6.6,518890.5328747807,170893.16697223243
E01003010,0.6,0.6,0.6,0.2,0.3,0.9,0.5,1.3,1.1,0.6,6.699999999999999,518097.3258785845,170732.05530892045
E01003011,0.5,0.8,0.6,0.2,0.2,0.8,0.5,1.3,1.1,0.6,6.6,518041.78225926845,170262.89118762768
E01003013,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,530759.1939642513,179485.514108635
E01003014,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,530988.352851598,179253.62448151194
E01003015,0.5,0.8,0.6,0.3,0.2,0.9,0.3,1.1,1.1,0.6,6.399999999999999,531078.8348819801,178963.80835701688
E01003016,0.5,0.6,0.6,0.3,0.3,0.9,0.6,1.3,0.8,0.6,6.499999999999999,531114.0307488925,180297.95695977073
E01003017,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,531345.8893746333,180089.42334094664
E01003018,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.6,7.199999999999999,530599.1372671535,174647.17110364325
E01003019,0.5,0.8,0.6,0.3,0.2,0.9,0.6,1.3,1.1,0.8,7.1000000000000005,530229.9586902974,174836.67818300475
E01003020,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,530690.3773648001,175006.8743527879
E01003021,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.8,6.999999999999999,530369.9416160359,174377.35469025112
E01003022,0.6,0.8,0.6,0.2,0.2,0.8,0.6,1.1,1.1,0.6,6.6,530141.3404927197,174227.86580681175
E01003023,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.3999999999999995,530309.8330690154,173791.873144969
E01003024,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.499999999999999,530545.2889706292,173985.44135987118
E01003025,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.6,7.299999999999999,530675.7941577638,173565.45262247097
E01003026,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,0.9,0.6,6.999999999999999,528995.2280352687,174842.86065198018
E01003027,0.5,0.8,0.5,0.3,0.2,0.6,0.6,1.3,1.1,0.6,6.5,529715.9298042259,174669.22102548621
E01003028,0.3,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.399999999999999,529560.6798293506,174282.9240223273
E01003029,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,7.0,529944.678545431,174786.49697179368
E01003030,0.6,0.8,0.6,0.3,0.3,0.8,0.6,1.3,1.1,0.6,7.0,528970.5870305796,174384.8071437036
E01003031,0.3,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.399999999999999,529313.2551434439,174165.54686163488
E01003032,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,529419.6501701802,175060.95089719276
E01003033,0.6,0.6,0.6,0.3,0.2,0.8,0.5,1.1,1.1,0.6,6.399999999999999,529426.9824032321,174705.52424570578
E01003034,0.3,0.8,0.6,0.3,0.2,0.8,0.5,1.3,1.3,0.8,6.8999999999999995,529279.2494786521,176121.2471640426
E01003035,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.8,7.499999999999999,529699.9687714786,175601.13373503956
E01003036,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.6,529425.4757322836,175847.19544609493
E01003037,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.8,7.1,528827.9454436919,175979.26734756844
E01003038,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.3,0.6,7.099999999999999,528991.4834152559,175775.005969571
E01003039,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,529274.6016916201,175526.6437956793
E01003040,0.6,0.8,0.6,0.3,0.2,0.9,0.5,1.3,0.9,0.6,6.7,528903.6009221175,175454.85104580683
E01003041,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.6,7.399999999999999,529640.1677348024,175298.18118646473
E01003042,0.5,0.8,0.6,0.3,0.2,0.9,0.5,0.9,1.1,0.6,6.4,528664.9095600956,175439.08512307258
E01003043,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.1,0.8,6.8,531348.0255248554,174943.89204538608
E01003044,0.5,0.8,0.6,0.3,0.3,0.6,0.5,0.9,0.9,0.6,6.0,531739.9588537234,175061.23608967598
E01003045,0.5,0.8,0.6,0.3,0.3,1.1,0.5,1.1,1.1,0.9,7.199999999999999,531357.2653735947,176153.44794762958
E01003046,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.8,6.999999999999999,531729.4950275338,176194.45091388046
E01003047,0.6,0.8,0.6,0.3,0.3,1.3,0.6,1.3,1.1,0.6,7.499999999999998,531218.8439661815,175597.6590951661
E01003048,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.8,7.1,531733.6211464574,175861.67943788297
E01003049,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,7.0,531520.4975078182,175802.48691756753
E01003050,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,0.9,0.6,6.999999999999999,531159.0289626954,175038.9288535171
E01003051,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.3,0.9,7.8,531737.0864191737,175467.29195436533
E01003052,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,531472.6363578683,175245.3869421497
E01003053,0.6,0.8,0.6,0.2,0.3,0.9,0.6,1.3,1.1,0.6,7.0,530733.1896854527,175659.77328551668
E01003054,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,529939.5980820288,175444.5388553213
E01003055,0.6,0.9,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.9,7.5,530810.5387703695,175343.4444946873
E01003056,0.3,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,6.699999999999999,530347.607074189,175377.64131422905
E01003057,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,530022.5363542745,175202.55010341815
E01003058,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.8,7.099999999999999,530382.6244553336,175185.28894573433
E01003059,0.6,0.8,0.6,0.2,0.2,0.9,0.6,1.3,1.3,0.8,7.3,531053.5046644193,176176.85246487884
E01003060,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.8,7.1,530956.4531889163,176008.86634382687
E01003061,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,530976.4458751898,175733.8923224385
E01003062,0.6,0.8,0.6,0.2,0.3,0.9,0.6,1.3,1.1,0.6,7.0,533445.6215549741,170891.34452463215
E01003063,0.5,0.8,0.6,0.3,0.2,0.9,0.5,1.1,0.9,0.6,6.4,533096.3081286898,170866.06010041406
E01003064,0.5,0.8,0.5,0.2,0.2,0.8,0.5,1.3,1.1,0.6,6.5,532658.3905009101,172268.76379400693
E01003065,0.5,0.5,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.4,532649.5123211757,171833.61417425668
E01003066,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.8,7.499999999999999,532260.5744350221,171947.4799577464
E01003067,0.6,0.8,0.6,0.3,0.3,0.8,0.6,1.3,1.1,0.8,7.2,532979.2943423891,171723.56117841366
E01003068,0.6,0.6,0.6,0.3,0.3,0.8,0.6,0.8,1.1,0.8,6.499999999999999,532610.7032426163,171495.93316040325
E01003069,0.5,0.6,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.5,532694.8488126491,171191.49151813416
E01003070,0.5,0.6,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,6.699999999999999,533147.101830728,171237.02968068977
E01003071,0.6,0.8,0.5,0.3,0.3,0.9,0.6,1.3,1.3,0.6,7.199999999999999,531755.7298535899,174759.5488646187
E01003072,0.5,0.6,0.5,0.3,0.2,0.6,0.3,1.3,1.1,0.6,6.0,532233.6783381915,174967.3284815456
E01003073,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,532017.4750154291,175341.30870072107
E01003074,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.6,7.299999999999999,531637.2577120069,174193.68703623407
E01003075,0.6,0.6,0.6,0.3,0.3,0.9,0.5,1.3,0.9,0.6,6.6,532109.289687527,176317.6162989629
E01003076,0.6,0.8,0.6,0.3,0.3,1.1,0.5,1.3,1.1,0.6,7.199999999999999,532425.5819474702,175954.71459921845
E01003077,0.5,0.8,0.6,0.3,0.2,0.8,0.6,1.3,0.9,0.6,6.6000000000000005,532063.6459379321,175881.67533936625
E01003078,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.3,1.1,0.6,6.799999999999999,532426.2263242913,175442.61227442787
E01003079,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,531442.7123311437,172398.69379344664
E01003080,0.6,0.6,0.6,0.3,0.2,0.9,0.6,0.9,1.1,0.6,6.4,531431.0606303988,172203.7898085548
E01003081,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.8,7.499999999999999,531805.533468437,171897.64852894554
E01003082,0.5,0.6,0.6,0.3,0.3,0.9,0.6,0.9,1.3,0.6,6.6,531942.8322131383,171405.18667149116
E01003083,0.5,0.8,0.6,0.3,0.2,0.9,0.5,1.1,1.1,0.6,6.6,531323.8980707801,171912.4700489528
E01003084,0.5,0.8,0.6,0.2,0.3,0.9,0.5,1.3,1.1,0.6,6.799999999999999,531632.2015595475,171739.0323220003
E01003085,0.6,0.6,0.6,0.3,0.3,0.6,0.5,0.9,1.1,0.6,6.1,531489.320203462,171420.23359787613
E01003086,0.5,0.8,0.6,0.3,0.3,0.9,0.5,0.9,1.1,0.8,6.7,532148.8256490739,171183.2943484199
E01003087,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,531602.2168493986,171113.79281491035
E01003088,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,7.0,530270.9459223147,175626.91834436386
E01003089,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,7.0,529678.0303687764,176550.4162754196
E01003090,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,530118.8510011288,175901.93284472934
E01003091,0.5,0.8,0.6,0.3,0.3,0.6,0.5,1.3,1.1,0.6,6.6,529525.247528037,176224.22230083388
E01003092,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.699999999999999,529912.9435719011,176352.9067840814
E01003093,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.3999999999999995,530520.9308467858,176246.5905617014
E01003094,0.5,0.6,0.6,0.3,0.3,0.8,0.5,1.1,1.1,0.6,6.399999999999999,530398.3565050818,176047.09549237243
E01003095,0.5,0.8,0.6,0.3,0.2,0.8,0.5,0.9,1.1,0.6,6.300000000000001,529818.0246276172,175969.0727496978
E01003096,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,530557.6082441903,175832.11747844584
E01003097,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,530229.8818112295,177253.981781223
E01003098,0.5,0.8,0.6,0.3,0.2,0.9,0.5,1.1,0.9,0.8,6.6000000000000005,530822.7122910133,177363.9164722418
E01003099,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.6,6.8999999999999995,531296.4022497676,177699.4734312992
E01003100,0.5,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.3999999999999995,531104.9471370414,177349.1772754096
E01003101,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,6.899999999999999,531054.888051299,177989.29874446712
E01003102,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.499999999999999,530597.445831113,177867.97113545993
E01003104,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,0.9,0.6,6.699999999999999,530479.2309045632,177408.63845177152
E01003105,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.3,1.1,0.8,6.999999999999999,530906.8433143251,178432.37165822714
E01003106,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,531363.6012597808,178410.099899165
E01003107,0.5,0.8,0.6,0.3,0.3,0.8,0.6,1.3,1.3,0.6,7.1,531230.3931855377,178177.83309859777
E01003108,0.5,0.6,0.6,0.3,0.3,0.9,0.6,1.3,0.8,0.6,6.499999999999999,531564.3224618888,178513.4978347546
E01003110,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.3,0.6,6.8999999999999995,531460.5215513295,178796.75758695262
E01003111,0.6,0.6,0.6,0.3,0.3,1.1,0.6,1.3,0.6,0.6,6.599999999999999,531083.9327376556,178640.34834532498
E01003112,0.5,0.8,0.6,0.3,0.3,1.3,0.5,1.1,1.1,0.6,7.1,530768.7261516285,178763.36863512633
E01003113,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,529715.1713410907,171248.53511818117
E01003114,0.6,0.8,0.6,0.2,0.3,0.9,0.6,1.3,0.9,0.6,6.8,529819.3011329313,170950.25412693093
E01003115,0.5,0.8,0.6,0.3,0.2,0.9,0.5,1.3,1.3,0.6,6.999999999999999,529932.6649192327,170743.08912429927
E01003116,0.6,0.6,0.5,0.3,0.3,0.8,0.5,0.9,1.1,0.6,6.199999999999999,529679.9360348667,172495.1911628047
E01003117,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.6,6.8,530049.9694020448,172523.02776815306
E01003118,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,529911.2243820364,172020.27423354966
E01003119,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.3,0.6,7.099999999999999,529725.8720037506,171595.26369694842
E01003120,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.499999999999999,530161.1141440332,171604.72520329393
E01003121,0.6,0.8,0.6,0.3,0.2,0.8,0.5,1.1,0.9,0.6,6.4,530044.9569860597,176970.34602566526
E01003122,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3,529880.5416865714,177058.55919366993
E01003123,0.5,0.8,0.6,0.2,0.2,0.9,0.6,1.1,1.1,0.6,6.6,530138.1471584302,176789.83756722926
E01003124,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.1,1.3,0.6,6.8,530429.1124131186,176858.0327762778
E01003125,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,0.8,0.6,6.499999999999999,530699.3321478171,176993.02906912353
E01003126,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,530429.9133570581,176622.814221146
E01003127,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.8,7.1,530737.3566953103,176418.04215150166
E01003128,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.9,7.300000000000001,530275.6440797921,176379.8707523946
E01003129,0.6,0.9,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.3999999999999995,530565.557993835,177147.9399790312
E01003130,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,530571.7251367864,172995.83775446404
E01003131,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,530133.4548767895,172932.17377567838
E01003132,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.3,0.6,6.999999999999999,530948.1168087226,173070.57118076654
E01003133,0.6,0.8,0.6,0.3,0.3,0.8,0.6,1.3,1.1,0.8,7.2,531433.6111127766,172814.62089596913
E01003134,0.6,0.6,0.5,0.3,0.3,0.9,0.5,0.9,1.1,0.6,6.299999999999999,530985.5317616772,172750.14169295444
E01003135,0.5,0.8,0.6,0.2,0.3,0.9,0.5,1.3,1.1,0.6,6.799999999999999,530623.1036355573,172655.60607707602
E01003136,0.5,0.6,0.6,0.3,0.2,0.8,0.3,0.9,1.1,0.8,6.1000000000000005,530169.9398491136,173372.39012605438
E01003137,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.1,1.1,0.8,6.999999999999999,530497.8305367128,173314.85395712053
E01003138,0.5,0.8,0.5,0.3,0.3,0.8,0.5,1.1,0.9,0.6,6.300000000000001,529859.6789706221,173046.91520705188
E01003139,0.6,0.8,0.6,0.3,0.3,0.8,0.6,1.1,1.1,0.9,7.1,529641.3021248676,170155.1383979145
E01003140,0.6,0.6,0.6,0.3,0.2,0.8,0.5,0.9,1.1,0.6,6.199999999999999,529989.6081721736,169911.3787579768
E01003141,0.6,0.8,0.6,0.3,0.3,0.8,0.5,1.3,1.1,0.6,6.899999999999999,530487.1672233328,170146.5445128208
E01003142,0.5,0.8,0.6,0.3,0.2,0.8,0.5,0.9,1.1,0.6,6.300000000000001,529579.8586546485,169893.40575109
E01003143,0.5,0.6,0.6,0.3,0.3,0.9,0.3,0.9,1.1,0.6,6.1,529200.489909559,170077.41252657637
E01003144,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,530665.5346773277,170779.343406289
E01003145,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,530047.0327527733,170497.47211589324
E01003146,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.1,0.6,6.699999999999999,529539.4001034009,170462.02331220504
E01003147,0.6,0.8,0.6,0.3,0.3,0.8,0.6,1.1,1.1,0.6,6.799999999999999,530244.4195500999,170326.40556706564
E01003148,0.6,0.8,0.6,0.3,0.3,0.9,0.3,1.1,1.1,0.6,6.6,530577.4490992884,171578.82851299824
E01003149,0.6,0.6,0.6,0.3,0.3,0.9,0.3,0.9,0.9,0.6,5.999999999999999,530917.0781554009,171273.7635026232
E01003150,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.1,1.1,0.8,7.099999999999999,530325.3275850258,171206.04257187122
E01003151,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.1,1.1,0.6,6.899999999999999,530518.6714130798,172403.16163125553
E01003152,0.5,0.8,0.6,0.3,0.3,1.1,0.5,1.3,1.1,0.6,7.1,530844.7669130703,172287.4977115917
E01003153,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.6,7.199999999999999,530292.7137009323,172261.78046140383
E01003154,0.6,0.6,0.6,0.3,0.3,0.9,0.6,1.1,0.9,0.8,6.7,530980.2618399615,171779.5815344777
E01003155,0.5,0.8,0.5,0.3,0.3,0.9,0.6,1.3,1.1,0.6,6.9,530453.6944994488,171877.9049042237
E01003156,0.3,0.8,0.5,0.3,0.2,0.9,0.5,1.1,0.9,0.6,6.1,529459.7270542731,173516.67766711203
E01003157,0.6,0.8,0.5,0.3,0.2,0.8,0.6,1.3,1.3,0.6,7.0,529140.0069574448,173400.92400949157
E01003158,0.5,0.8,0.3,0.3,0.0,0.9,0.5,1.1,1.1,0.6,6.1,529494.4603050586,173198.07625255163
E01003159,0.5,0.9,0.6,0.2,0.2,0.8,0.6,1.3,1.1,0.6,6.800000000000001,529912.1499188597,174181.62048915593
E01003160,0.6,0.8,0.6,0.3,0.2,0.8,0.5,1.1,0.9,0.8,6.6000000000000005,529636.7234495761,173933.33462101582
E01003161,0.3,0.6,0.6,0.3,0.3,0.6,0.5,0.9,1.3,0.6,6.0,529229.7315379914,173821.308985356
E01003162,0.6,0.6,0.6,0.3,0.2,0.6,0.5,0.8,1.1,0.8,6.1000000000000005,530005.1951690849,173727.07433392294
E01003163,0.5,0.6,0.6,0.3,0.3,0.6,0.5,1.1,1.3,0.8,6.6,529761.2932527902,173546.52016221848
E01003164,0.5,0.8,0.6,0.3,0.3,1.1,0.5,1.3,1.1,0.6,7.1,531841.3955418025,173052.00668468393
E01003165,0.5,0.8,0.5,0.3,0.2,0.9,0.6,1.3,1.1,0.6,6.800000000000001,532587.7378075187,172718.3797867936
E01003166,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,531975.5909020824,172692.9536232634
E01003167,0.6,0.8,0.5,0.3,0.3,0.6,0.3,1.1,1.1,0.6,6.199999999999999,532218.4947392344,172512.67324576085
E01003168,0.6,0.8,0.5,0.3,0.3,0.8,0.5,1.1,1.3,0.8,7.0,532021.4365203774,173455.32591424783
E01003169,0.6,0.6,0.6,0.3,0.3,1.1,0.5,1.1,1.1,0.6,6.799999999999999,531659.9163765179,173457.87219100073
E01003170,0.6,0.8,0.6,0.3,0.3,0.8,0.6,1.1,1.1,0.6,6.799999999999999,532304.4579960695,173413.1508201571
E01003171,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.3,1.1,0.6,6.799999999999999,530854.6644870137,174093.9315136386
E01003172,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,7.0,531268.7275890167,173763.49524447817
E01003173,0.5,0.8,0.6,0.3,0.2,0.8,0.3,1.3,1.1,0.6,6.5,530916.3481708197,173791.91130117013
E01003174,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.1,1.3,0.6,6.999999999999999,531303.620528555,173200.41238988528
E01003175,0.5,0.6,0.6,0.3,0.2,0.8,0.6,1.1,1.1,0.8,6.6000000000000005,531052.3805494978,173493.6628589162
E01003176,0.6,0.8,0.6,0.3,0.3,1.1,0.5,1.1,1.1,0.8,7.199999999999998,530964.7687626008,174816.00882998147
E01003177,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,531143.5079916267,174477.10090908932
E01003178,0.5,0.8,0.6,0.3,0.2,0.9,0.5,1.1,0.9,0.6,6.4,530858.237824164,174366.42462851765
E01003179,0.5,0.6,0.6,0.3,0.3,1.1,0.5,1.1,1.1,0.8,6.8999999999999995,531139.9968444138,174172.44329717717
E01003180,0.5,0.8,0.6,0.3,0.3,0.8,0.5,1.3,1.1,0.8,6.999999999999999,531848.825655004,176916.81329579448
E01003181,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.0,531157.3980872681,177119.51680135203
E01003182,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.6,7.199999999999999,531808.5217405783,176523.20087620185
E01003183,0.5,0.8,0.6,0.3,0.3,1.1,0.5,1.1,0.9,0.8,6.8999999999999995,531494.3279595874,177205.45457529108
E01003184,0.5,0.5,0.6,0.3,0.3,0.9,0.5,1.1,0.9,0.8,6.4,531289.10460874,176865.30112256538
E01003185,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,0.9,0.6,6.8,531061.6586756369,176862.6357377631
E01003186,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,530972.7593350335,176618.6323909917
E01003187,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.6,7.1,531475.566906579,176781.73716243918
E01003188,0.5,0.8,0.6,0.3,0.3,0.9,0.5,1.1,1.3,0.6,6.8999999999999995,531417.0908732665,176439.34004077953
E01003189,0.6,0.6,0.6,0.3,0.3,0.9,0.5,0.9,1.3,0.6,6.599999999999999,537605.6451781868,171786.0401937039
E01003190,0.6,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.3,0.8,7.499999999999999,536680.2507135973,171612.9169561425
E01003191,0.6,0.6,0.6,0.3,0.3,0.9,0.5,1.3,1.3,0.6,6.999999999999999,537241.5153588279,171555.15456933912
E01003192,0.6,0.6,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.8,6.999999999999999,538019.8219591295,170869.83231891948
E01003193,0.6,0.8,0.6,0.3,0.3,1.1,0.6,1.3,1.1,0.8,7.499999999999999,536657.7005351834,172088.26871035763
E01003194,0.6,0.8,0.6,0.3,0.3,0.9,0.5,1.3,1.1,0.6,7.0,537170.0401115804,172905.68677643928
E01003195,0.5,0.6,0.6,0.3,0.3,0.6,0.5,1.3,1.1,0.8,6.6000000000000005,536921.4666998126,172504.4676239784
E01003196,0.5,0.8,0.6,0.3,0.3,0.9,0.6,1.3,1.1,0.8,7.2,537580.9693937986,172287.01603605252
