LSOA11CD,road,sidewalk,building,wall,fence,pole,traffic_light,traffic_sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,residential_sim,commercial_sim,industrial_sim,civil_and_governmental_sim,health_care_sim,education_sim,hotel_sim,sports_and_recreation_sim,outdoors_and_natural_sim,transportation_sim,predicted_function,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON,total_crime,population_mean_2019_2022
E01001113,0.2968522143620316,0.030066192791026,0.1203776123703166,0.020368432485929,0.0451617292178574,0.0078532311224168,8.322602959088911e-05,0.0018174776466943,0.2252859505273962,0.0022069254229145,0.1915777883222026,0.0037915834816553,8.347213909188441e-06,0.0510242831322454,8.433352234542715e-05,0.0003523467689432,0.0028794606526692,0.0001511522518691,5.771267798639006e-05,0.1167776003633957,0.1110890974465474,0.1001818632819022,0.0824255600757641,0.100504691709029,0.1064633542847626,0.0866588636477572,0.0955135008994605,0.1019007707902804,0.0984846975010999,residential,0.3,0.4,0.3,0.15,0.15,0.45,0.25,0.55,0.55,0.4,3.48,2009
E01001114,0.366150901431129,0.0421048118954612,0.1512756801786876,0.0151296797252836,0.0248347691127231,0.0053483872186569,1.1898222423734226e-05,0.0020654315040224,0.1385138375418526,0.0014148439679826,0.164771624973842,0.0012267430623371,3.5876319521949404e-06,0.0866518928891136,3.873734247116786e-05,4.218873523530357e-05,0.0004066285632905,0.0,8.35600353422381e-06,0.1194008898468575,0.1142575005328106,0.101477707945527,0.0798411732686409,0.1029173057767039,0.1067795062306352,0.0849968627836256,0.09400581538273,0.0953532260538884,0.1009700121785801,residential,0.4,0.54,0.4,0.2,0.2,0.74,0.33,0.87,0.6,0.54,4.82,1495
E01001115,0.3835953198946439,0.0714048483432867,0.2079947789510091,0.0316398327167217,0.0278186798095702,0.0056762206248747,4.1032448793067314e-05,0.0011617464896959,0.1227208895561022,0.0026704837114382,0.0659966835608848,0.0026469108385917,3.667978140022757e-06,0.0736351991311097,0.002298721900353,0.0,6.631704477163269e-05,0.0,0.0006286670000125,0.1199883286208053,0.1142068668073286,0.097916928731948,0.0802877352033184,0.1007409290841797,0.105802300855716,0.0902993920447316,0.0940068288592253,0.0961104824739574,0.1006402073187888,residential,0.33,0.44,0.33,0.17,0.17,0.5,0.28,0.61,0.61,0.33,3.78,1798
E01001116,0.2927101982964409,0.0329696655273437,0.3125179714626736,0.0286658393012152,0.0152971055772569,0.0066903008355034,0.0001397026909722,0.0011506822374131,0.0285064697265624,0.0002283732096354,0.2316531711154514,0.002142842610677,3.984239366318667e-05,0.0438069661458333,0.0022759331597222,0.0,0.0011184692382812,0.0,8.646647135415999e-05,0.1165225321235995,0.1168814231653097,0.105951315850258,0.0784346439411187,0.1031128021322731,0.1066662508514814,0.0854440509006966,0.0980589250239113,0.0825316311372854,0.1063964248740656,residential,0.39,0.53,0.39,0.2,0.2,0.59,0.39,0.85,0.85,0.53,4.93,1522
E01001118,0.2543590073815431,0.0348458599994267,0.1474202633903711,0.0354882646156806,0.0446738237105075,0.0051948499379667,6.779284847107055e-05,0.0018892748050969,0.2325790053393605,0.0288101132310911,0.1410490071998452,0.0027530598190595,0.0002246352861512,0.0423721937263536,0.0176162479808495,0.0011621151330336,0.0093182497804269,2.55912604821803e-07,0.0001759799021594,0.114367663557099,0.1137005272763681,0.1005051539803368,0.0803230626330426,0.0994251532561734,0.1050881389073523,0.0910781519370659,0.0959970631606375,0.0984600941284986,0.1010549911634248,residential,0.28,0.37,0.28,0.14,0.14,0.42,0.28,0.6,0.51,0.28,3.3,2150
E01001122,0.2431409200032551,0.0046521504720051,0.1984972635904947,0.0137435913085937,0.0090497334798176,0.007440694173177,3.5349527994785e-05,0.006354014078776,0.1962048848470051,0.1522112528483072,0.1605692545572916,0.0028556823730468,0.0,0.003918965657552,0.0003794352213541,0.0,0.0009468078613281,0.0,0.0,0.101093309838761,0.0896605575560552,0.0842902679677382,0.0996630411161434,0.110566052966692,0.1224299375561857,0.0871365666111247,0.1104551488721985,0.0988109895845432,0.0958941279305572,education,0.34,0.55,0.41,0.21,0.21,0.62,0.21,0.62,0.75,0.41,4.31,1462
E01001132,0.2863219197591146,0.0479026285807291,0.041807149251302,0.0103861490885416,0.0231622823079426,0.0038459269205728,1.327514648437e-05,0.0001233927408854,0.1891238911946614,0.0582826741536458,0.332528076171875,0.0007794189453124,0.0,0.0057215372721353,0.0,0.0,0.0,1.220703125e-06,4.57763671875e-07,0.1310370447983671,0.1098628035246597,0.1045566109168281,0.0773804694420357,0.0982919227349825,0.101576563829182,0.0842669732703988,0.0928384631427911,0.1053735129679596,0.0948156353727945,residential,0.18,0.49,0.37,0.18,0.18,0.55,0.37,0.67,0.67,0.37,4.03,1638
E01001133,0.2766769810726767,0.0370234439247532,0.0581151728044476,0.0077430992795709,0.0245825115003083,0.0016182347347861,1.371952525356184e-05,0.0002275433456688,0.1980695891798587,0.0446586608886718,0.3002590380216899,0.0003445943196614,1.3050280119242984e-05,0.0505369086014596,0.0,4.6847159402412283e-07,0.0001169840494791,0.0,0.0,0.126641747597542,0.1080548090333435,0.1028381914900035,0.0763842494733728,0.0980153136516792,0.1043830741130902,0.0806405745803081,0.0973513542537541,0.1080070349994273,0.0976836508074784,residential,0.31,0.5,0.37,0.19,0.19,0.5,0.19,0.5,0.56,0.37,3.68,1603
E01001135,0.2405855227739382,0.0128578283847906,0.0273532378367888,0.0021684108636317,0.0293891613300029,0.0031159229767627,0.0009077023237179,0.0011658790784004,0.3293648255177033,0.1178902357052533,0.2074855902256109,0.0007544297438401,0.0022330161852714,0.0197109809288611,0.0007885174873547,0.0025054736015124,0.0,0.0016658978584485,5.7367178109973074e-05,0.1135640956859323,0.1113655696551088,0.0962784123233532,0.080804085001101,0.0975838864609714,0.1047365222742201,0.0828975136079309,0.095554404293367,0.1182737033808511,0.0989418073171635,outdoors and natural,0.36,0.47,0.36,0.18,0.18,0.53,0.36,0.77,0.65,0.36,4.21,1686
E01001136,0.3506282552083333,0.0272256978352864,0.1269196573893228,0.0324150848388671,0.027757110595703,0.0077521260579426,9.70967610677e-05,0.0019149017333984,0.1565444183349609,0.0154902394612629,0.1404711405436197,0.0034319814046223,5.6737263997394e-05,0.0606667836507161,0.0040149943033854,0.0038642120361328,0.0407019551595052,0.0,4.760742187499733e-05,0.1039270337026356,0.1119597458772577,0.0971872507430723,0.0869761159286447,0.0999772992779046,0.1063783456046025,0.0898173854993615,0.0979319471692499,0.0945123297333663,0.1113325464639041,commercial,0.29,0.39,0.29,0.15,0.15,0.54,0.29,0.64,0.64,0.39,3.77,2042
E01001138,0.13591554429796,0.0396467138219762,0.0448132974130135,0.0108081676341869,0.0189249250623914,0.0021238680239076,0.0,0.0001871320936414,0.5503729361074942,0.0394197393346715,0.125423925894278,0.0008188177038121,0.0050399921558521,0.0250530949345341,0.0,0.0,0.0014125682689525,3.9277253327544445e-05,0.0,0.1128294773240238,0.1085169917285992,0.1001699508511531,0.0764312138488771,0.0989118705445208,0.1019078008111683,0.0806730855840759,0.0883613880851247,0.1344325687416542,0.0977656524808021,outdoors and natural,0.33,0.53,0.4,0.2,0.13,0.59,0.33,0.53,0.73,0.53,4.29,1516
E01001140,0.095821910434299,0.0020657468725133,0.0193691077055754,0.0399871932135687,0.0024480643095793,2.9140048556848265e-05,0.0,0.0,0.4706745677524143,0.2221900975262677,0.120007002795184,0.0257226626078287,0.0005261103312174,0.0011583964029947,0.0,0.0,0.0,0.0,0.0,0.1130089310539073,0.1057288295282417,0.1015042043984572,0.075013977754948,0.086563526003742,0.1002917178891388,0.0673842786994542,0.1056004044592551,0.1537230901934131,0.0911810400194419,outdoors and natural,0.31,0.37,0.37,0.19,0.12,0.5,0.31,0.56,0.69,0.37,3.81,1602
E01001141,0.2359545838599111,0.0323819179160921,0.0370448991364123,0.0170795590269799,0.0112194734461167,0.0016842262417662,9.461945178461766e-06,0.0002656076468673,0.3170067656273935,0.0218910516477098,0.2666493584127987,0.0011134802126416,5.617328718596544e-05,0.0566844566195618,0.0,0.0009147793638939,4.861869064031862e-07,3.104116402417647e-06,4.061530618106201e-05,0.1205368670773279,0.1089644619425554,0.1010780813613355,0.0780159689640441,0.1001759689135451,0.1045549335738841,0.0819420105570386,0.095443926800492,0.1145189798449782,0.0947688009647984,residential,0.4,0.63,0.48,0.24,0.24,0.71,0.4,0.48,0.87,0.48,4.91,1262
E01001142,0.2193110254075791,0.015047514880145,0.0274658203124999,0.0143571959601508,0.0417344128644024,0.0018764071994357,5.616082085501735e-06,0.0005367950156882,0.3395047894230595,0.1092272158022279,0.222511644716616,0.0003393314502857,3.5497877332899302e-06,0.0067340532938639,0.0,0.000695334540473,0.000642352634006,0.0,6.940629747174999e-06,0.1130550786806861,0.1044506363947355,0.1028988650950613,0.0762977307211092,0.0909526442678543,0.0988766463318445,0.0739600260007698,0.1073919269221386,0.1378523400904608,0.0942641054953388,outdoors and natural,0.26,0.41,0.31,0.15,0.15,0.46,0.31,0.67,0.56,0.31,3.59,1952
E01001143,0.1702928896303529,0.0287776209199379,0.1078105188691566,0.0355760315318166,0.0259522332085503,0.0021537341208124,5.7306799868985184e-05,0.0008440056946051,0.2768712455843701,0.0530403356983828,0.2656647089577506,0.001291204381872,7.966908898373046e-06,0.0285526950663499,4.3649241757489355e-05,0.0011946595745322,0.0018227738117484,2.9905342761364196e-06,4.3429464960292585e-05,0.1134233475005274,0.1057288991510589,0.1077506645375617,0.079431066008863,0.0989439977104361,0.1032311985494725,0.0850684966213178,0.095262922295411,0.1078154461586469,0.1033439614667038,residential,0.25,0.3,0.3,0.15,0.1,0.4,0.25,0.56,0.56,0.4,3.29,1976
E01001144,0.3627631358611278,0.0487904670910957,0.1417985084729316,0.0175982744265824,0.0080140431722004,0.004558367606921,7.825020032050641e-06,0.0012039282383062,0.1288375365428435,0.0010479658077924,0.2404271639310396,0.0007179944943158,0.000247319539388,0.0437695429875299,1.1933155548876924e-05,1.4818631685696156e-05,1.36448786808859e-05,1.0759402544070513e-06,0.0001764542017227,0.1273746888137035,0.1159643549690824,0.1010000993356937,0.0753056022879348,0.0997029600541192,0.1056787534927002,0.0838270730868585,0.0928194228456069,0.0993166163045757,0.0990104288097242,residential,0.28,0.45,0.34,0.17,0.11,0.51,0.28,0.62,0.62,0.34,3.7,1782
E01001145,0.1718358912019648,0.0245650527823684,0.1262471451718582,0.0412338126418936,0.0142496875208666,0.002669195843558,1.9366924579323717e-05,0.0022487314338357,0.2121392437535473,0.0279903900928986,0.2481655055641109,0.0006046947251018,0.0,0.0402919084597856,0.0276651137914413,0.0091876657600076,0.0508184514494023,0.0,6.814288277911154e-05,0.1072835213442447,0.1072888595566525,0.1038255292300042,0.084704681742017,0.1033764241775723,0.105534484053814,0.0910788655312758,0.0964231173939235,0.0926406731704022,0.107843843800093,residential,0.32,0.43,0.32,0.16,0.16,0.59,0.32,0.7,0.59,0.32,3.94,1852
E01001147,0.0721749199761284,0.0301842159695094,0.0057765112982855,0.0104927486843532,0.0127614339192708,1.4623006184895834e-05,0.0,0.0,0.4291273752848307,0.1267806159125433,0.2510242462158203,0.0,0.0,0.0616633097330729,0.0,0.0,0.0,0.0,0.0,0.0977191407634563,0.1006600388683035,0.1065152712945103,0.0805570024830146,0.0984308065804435,0.1022168819670698,0.084143339362481,0.0956455676201223,0.1093939199259286,0.1247180311346693,transportation,0.28,0.45,0.33,0.17,0.17,0.5,0.33,0.45,0.61,0.33,3.62,1796
E01001151,0.0780258178710937,0.0156037012736002,0.0382128821478949,0.008954366048177,0.0254585478040907,0.0,5.0544738769524304e-05,0.0,0.3843519422743056,0.0762413872612846,0.1401831309000651,2.9034084743916667e-05,0.0002109739515516,0.1371905008951822,0.0025791592068142,0.0037592781914604,0.0891487333509657,0.0,0.0,0.1009836135909201,0.1006825037627584,0.1008358617150582,0.0835901756462595,0.102441083566516,0.1041936949357714,0.0897824240079887,0.0916921813607389,0.1056304493919813,0.1201680120220067,transportation,0.34,0.46,0.34,0.17,0.17,0.46,0.34,0.63,0.63,0.34,3.89,1749
E01001152,0.1751554579961867,0.0252011617024739,0.3254496256510416,0.0516502743675594,0.0994150070917038,0.0047560192289806,0.0,0.0003765651157923,0.0210851033528645,0.0037941705612909,0.2376347496396019,2.5431315104157144e-05,0.000775655110677,0.0188660394577752,0.0005889165969122,0.0,0.0341765994117373,0.0001698448544456,0.0008793785458519,0.0961790706244855,0.1066658646126258,0.1059207137764652,0.0920286013330577,0.1025527924382986,0.104051063504988,0.0899024907366918,0.097974521255597,0.082903473210585,0.1218214085072046,transportation,0.3,0.39,0.3,0.15,0.15,0.64,0.3,0.64,0.54,0.3,3.7,2026
E01001155,0.1176452636718749,0.011398706680689,0.3107542380308493,0.1390107961801381,0.0063388531024639,0.0005051050430689,0.0,0.0002034505208333,0.1761303437061798,0.0205293313050881,0.1918086516551482,0.0,0.0,0.0196095002003204,0.002482194166917,6.983830378605385e-05,0.0033452938764523,0.0,0.0001684335561899,0.1048903992583771,0.100384244510454,0.1069960598445782,0.0869828799704082,0.1050906637828006,0.1056443177857273,0.0941720969428966,0.095138245961504,0.0879541360799183,0.1127469558633348,transportation,0.33,0.44,0.33,0.17,0.17,0.5,0.33,0.72,0.61,0.33,3.94,1804
E01001161,0.0558537074497767,0.0258544740222748,0.0331934066045851,0.007653826758975,0.011067163376581,0.0026129768008277,4.087175641740655e-05,0.0,0.4135306222098214,0.0557552519298734,0.3800029754638672,0.000264667329334,0.0020771026611328,0.0119717915852864,0.0,0.0,0.0,0.0001211620512462,0.0,0.1067632453979419,0.0949069006880939,0.1087038796940091,0.0862460572352978,0.0997158013214224,0.1044223311444644,0.091508858739875,0.0938839506581176,0.1033695766683236,0.1104793984524534,residential,0.28,0.33,0.33,0.17,0.17,0.5,0.28,0.5,0.72,0.33,3.61,1802
E01001166,0.1805946350097656,0.1232211642795138,0.3168533325195312,0.0201029459635416,0.0763930426703558,0.0078819274902343,1.6954210069444442e-07,0.000303480360243,0.1156176249186197,2.093844943576111e-05,0.0527816772460937,0.0025694105360242,9.070502387146666e-06,0.0995441012912326,0.0002508375379774,0.0,0.003772226969401,0.0,8.341471354166667e-05,0.112040075382675,0.1124120703347601,0.0913767153040139,0.0864291053983901,0.1030261694615272,0.10979183568422,0.0974342397627118,0.1008596295446137,0.0873311409709352,0.0992990181561521,residential,0.25,0.4,0.3,0.15,0.15,0.45,0.25,0.65,0.55,0.4,3.56,1995
E01001167,0.2256535136005692,0.0274958719048135,0.3729962077370727,0.0205828609334063,0.0098932311125451,0.0114357057790444,0.0006267807402739,0.0024222148095382,0.0849358050662139,0.0022337689916516,0.1499905300693962,0.019293493487927,3.958808051214667e-05,0.0552116938192613,0.0016072147123642,0.0001013055398202,0.0127012998023128,0.0025532192654079,0.0002256945478679,0.0910044640234221,0.1126226477436227,0.0942560045467008,0.0892584750319476,0.1110543846124739,0.1097510367479992,0.0922050422725942,0.1101566767894639,0.0783633197108118,0.1113279485209631,sports and recreation,0.21,0.34,0.26,0.13,0.13,0.47,0.26,0.56,0.56,0.26,3.16,2342
E01001170,0.2566541035970052,0.1252326965332031,0.5298061370849609,0.0,0.0140355428059895,0.002695083618164,0.0,4.132588704427083e-05,0.0714340209960937,0.000101089477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153346817523544,0.1116070027911486,0.0883627404879172,0.0895950599241951,0.1071824474721068,0.1088682005725453,0.1131752241188304,0.0915450864886952,0.0876827464203464,0.0866468099718598,hotel,0.31,0.41,0.31,0.15,0.15,0.46,0.26,0.56,0.67,0.41,3.68,1954
E01001172,0.1502696697416872,0.0353831710583621,0.0676309148984688,0.0074611800095426,0.0129533353647996,0.0099856071061183,0.0030407501523947,0.002971016113472,0.2348974643001848,0.0173625368060487,0.4115789897200537,0.0033350945400716,6.736462024298181e-05,0.0352145259967067,0.0063367612434155,0.0008318292019219,0.0004687713009094,5.040339505834773e-05,0.0001606144305398,0.1076458828239041,0.1136899546357177,0.1018822852013492,0.0875621222293044,0.1041046137961533,0.1027912247367238,0.0876734559268803,0.0936553285307986,0.0948945781442748,0.1061005539748929,commercial,0.27,0.36,0.27,0.14,0.14,0.5,0.27,0.59,0.5,0.36,3.38,2222
E01001173,0.1746994106248877,0.0044226372378995,0.0006957657035739,0.0005585242962015,0.0021224186338227,0.0031489229750358,3.0999896170076725e-05,0.0004628499348958,0.4206868314194953,0.0701706108005567,0.2791616944060928,4.384709500718391e-07,0.0,0.0383570879355243,0.0052522681225305,0.0002295395423626,0.0,0.0,0.0,0.1119502664426184,0.1086603359456454,0.1019966329744521,0.0819988089223211,0.0979101282572099,0.1003774678451314,0.0839101459688502,0.0910035993853618,0.1124926218192076,0.1096999924392012,outdoors and natural,0.22,0.29,0.22,0.11,0.11,0.33,0.18,0.33,0.33,0.29,2.38,2769
E01001175,0.2320855458577473,0.0431200663248697,0.1865828196207682,0.0512601216634114,0.0389579772949218,0.0085080464680989,1.9073486328125e-07,0.0012655893961588,0.2109457651774088,0.000514539082845,0.1340738296508788,0.0024523417154947,5.7347615559895e-05,0.0881875356038411,0.0006229400634765,3.0517578124999997e-06,0.0004423141479492,2.1425882975256664e-05,0.0008985519409179,0.1201954230576768,0.1110972785827485,0.0960013335483088,0.0823263388266648,0.1012114180166304,0.1068023768321308,0.0942502236879125,0.0954887858415563,0.0982710653870045,0.0943557562193658,residential,0.3,0.47,0.35,0.18,0.18,0.53,0.3,0.65,0.77,0.47,4.2,1692
E01001178,0.3615509271621704,0.0500081380208332,0.1527992486953735,0.0199461380640665,0.0277191201845804,0.007900317509969,7.667144139607031e-05,0.0023211240768432,0.1553685466448465,0.0015871326128641,0.1069491704305012,0.011775771776835,0.0009543100992838,0.0861231088638305,0.003984530766805,0.0063449939092,0.0031445423762003,0.0008662740389505,0.0005799333254496,0.1098758585893673,0.1155687830332737,0.094753174765292,0.0835409382833885,0.1023112184827192,0.1081129873862961,0.0934419777849913,0.0963174496307138,0.0976753836576605,0.0984022283862967,commercial,0.38,0.5,0.38,0.19,0.19,0.57,0.38,0.82,0.69,0.57,4.65,1592
E01001181,0.1493870417277017,0.0251619815826415,0.3722301324208577,0.0209940274556477,0.006744623184204,0.0055048465728759,6.246566772460573e-05,0.0012895266215006,0.1054252783457437,0.0008219083150227,0.2337231636047363,0.0533321698506673,0.0006017684936523,0.017414649327596,0.0049049059549967,0.0007741451263427,0.0015077590942382,3.417332967122396e-06,0.0001161893208821,0.110144504817179,0.1130973862384043,0.0968964901518509,0.0872315163917426,0.1066095421977519,0.112616585781372,0.103419627143102,0.0950428638884782,0.0830768957569287,0.0918645876331895,residential,0.23,0.36,0.27,0.14,0.14,0.41,0.27,0.59,0.5,0.36,3.28,2197
E01001183,0.6477473576863606,0.0604152679443358,0.0991061528523762,0.0013682047526041,0.0209725697835286,0.0196456909179686,0.0001115798950195,0.0076446533203124,0.0448840459187825,0.0085074106852213,0.0433162053426106,0.0141051610310872,0.0,0.0126276016235351,0.0012194315592447,0.002483050028483,0.0158449808756509,0.0,6.357828776041666e-07,0.0973314542664903,0.1272324891104269,0.0964264756942352,0.0841745203134681,0.0970402154945537,0.1077843780246252,0.0944883793777564,0.093595518258141,0.0984294260442599,0.1034971434160425,commercial,0.34,0.45,0.34,0.17,0.17,0.62,0.34,0.73,0.73,0.45,4.32,1782
E01001185,0.0536933051215277,0.0248060438368055,0.102126736111111,0.005154079861111,0.0212110731336805,0.0008799235026041,0.0,0.000175306532118,0.2889207628038194,0.0019361707899305,0.4106038411458333,0.0001044379340277,4.7132703993040006e-05,0.0606374104817708,0.0103885226779513,0.0008653428819444,0.0182145860460069,0.0002353244357638,0.0,0.1210143058572345,0.1151166348761486,0.105744656548308,0.0806120561849534,0.1042368458643226,0.106121157019191,0.0872955189361555,0.0895707784513619,0.09673995582257,0.0935480904397537,residential,0.3,0.48,0.36,0.18,0.18,0.54,0.36,0.78,0.66,0.36,4.19,1671
E01001186,0.0763545892177483,0.0320357624282184,0.2041155171190571,0.006121121920072,0.0034046662159454,0.0048106918987045,0.0003896859975961,0.0017869737413193,0.0701630421173877,0.0008704030615651,0.5442456628522302,0.0004195514907184,0.0001326340895432,0.0521336742955394,0.0001310690855368,0.000351343399439,0.000198494674813,0.0013216458834134,0.0010134705111511,0.1223862998020191,0.1133817209580863,0.1056739657474613,0.0800915024810648,0.1090496102781699,0.1080723414605087,0.0935792019334351,0.0887241464048151,0.0844545947549858,0.094586616179453,residential,0.29,0.47,0.35,0.18,0.18,0.53,0.35,0.65,0.53,0.35,3.89,1698
E01001187,0.0082562764485676,0.0499856736924912,0.0307871500651041,0.0567008124457465,0.1135368347167968,0.0115093655056423,0.0,0.0,0.6254755655924479,0.0896313985188802,0.0141169230143228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1130262528788784,0.0934989500721493,0.1017458380120284,0.0896802647937301,0.1013997021096412,0.1099789684052758,0.0855291295966538,0.112542990820837,0.1031061857040608,0.0894917176067444,residential,0.3,0.4,0.3,0.15,0.15,0.4,0.25,0.55,0.55,0.3,3.36,1997
E01001188,0.0163386027018228,0.067700703938802,0.1951634724934895,0.0006355285644531,0.0718376159667968,0.0075406392415364,0.0,0.0015853881835937,0.1536499023437499,0.0348019917805989,0.4503339131673177,0.0002347310384114,0.0,0.0001770019531249,0.0,0.0,5.086263020833333e-07,0.0,0.0,0.1082975797341218,0.1021892416642159,0.1214216512325351,0.0856753706457362,0.0949910384244263,0.0987373129010046,0.0827917539217172,0.1019354795940161,0.0898596473862639,0.114100924495962,industrial,0.25,0.4,0.3,0.15,0.15,0.45,0.25,0.65,0.55,0.3,3.46,1996
E01001189,0.230119402446444,0.02161867656405,0.0398535955519902,0.0073016635955325,0.0578896961514911,0.0069535270569815,0.0002630930098276,0.0010629381452287,0.1475501287551152,0.0606808132595485,0.4076138753739614,0.0009139530242435,0.0,0.014276625618102,0.0,0.0038595048208085,0.0,0.0,4.250662667410714e-05,0.1029801193430772,0.1029454180820432,0.1037229249199232,0.0855550770950717,0.1016424795238809,0.1030926687766929,0.0772857188087552,0.1131222075998035,0.1036656896498865,0.1059876962008647,sports and recreation,0.41,0.49,0.41,0.25,0.16,0.74,0.41,0.74,0.91,0.49,5.02,1214
E01001190,0.2920277913411458,0.0616086324055989,0.0620011223687065,0.0073547363281249,0.0366410149468315,0.0033823649088541,0.0,0.0027058919270832,0.0893567403157551,0.0018963283962673,0.3448401557074652,3.1789143880208336e-05,0.0,0.0336320665147569,0.0645162794325086,0.0,0.0,0.0,5.086263020833333e-06,0.1227194122680919,0.1152880650540355,0.1049620753467721,0.0769796057761588,0.1018790084604485,0.1040411127170115,0.0855968400845564,0.094164376695122,0.0902902497710299,0.1040792538267726,residential,0.32,0.52,0.39,0.19,0.13,0.58,0.39,0.58,0.71,0.52,4.33,1547
E01001191,0.0617451137966579,0.0285453796386718,0.092556423611111,0.0009142557779947,0.0,0.0223600599500867,0.0001801384819878,0.0103153652615017,0.1913469102647569,0.1222008599175347,0.4340095520019531,0.0,0.0,0.0002297295464409,0.0114983452690972,0.0240978664822048,0.0,0.0,0.0,0.1039926222517043,0.0983719836158972,0.1122394096961025,0.0880411593139509,0.1049906958867998,0.1015134293560401,0.0935390355933902,0.0962242072055152,0.0971582523103429,0.103929204770256,health care,0.29,0.39,0.29,0.15,0.15,0.44,0.29,0.63,0.53,0.39,3.54,2062
E01001192,0.2955246766408284,0.029741605122884,0.1236206690470377,0.0088099638621012,0.0047641595204671,0.0008087952931721,4.0531158447265625e-06,0.0002291997273762,0.1616689364115396,0.0009884039560953,0.2687600453694661,6.4373016357421875e-06,0.0,0.1047257582346597,2.384185791015625e-06,3.369649251301875e-05,0.0003112157185872,0.0,0.0,0.1286319090271876,0.1158030991450821,0.1004474915395837,0.0759535126531835,0.102081080937074,0.1033983264132753,0.090545073279588,0.0871456148146449,0.0972674352363567,0.0987264569540235,residential,0.32,0.51,0.38,0.19,0.19,0.58,0.32,0.83,0.71,0.38,4.42,1560
E01001193,0.027118682861328,0.0818436940511067,0.1058902740478515,0.0063972473144531,0.0648918151855467,0.059607187906901,0.0,0.0008150736490885,0.0838667551676431,0.0615952809651692,0.4990895589192707,0.0,0.0,0.0088844299316406,0.0,0.0,0.0,0.0,0.0,0.1036189263715568,0.0946048682790172,0.1132097528231964,0.0847995953430457,0.1085951464467654,0.1127841476234038,0.0813158871754541,0.101669033074142,0.0919667908759412,0.1074358519874765,education,0.29,0.47,0.35,0.17,0.17,0.52,0.29,0.47,0.64,0.47,3.85,1716
E01001194,0.093485668452099,0.0197429656982421,0.1186974458020142,0.0040854059084497,0.0201162280458392,0.0024086152664338,4.662407769096086e-06,0.0025065932611022,0.3027395094283903,0.0145627705737797,0.3491089849761037,0.0008022134954279,2.520012133049041e-05,0.0702996398463393,0.000637285637133,0.0,0.0003466076321072,3.583503491950682e-05,0.0003943684125187,0.1176135290995191,0.1112797161859057,0.1108674330459533,0.0772832897046313,0.1027870981911131,0.1031256891521771,0.0869796711829136,0.0921064410333462,0.0947770117482953,0.1031801206561443,residential,0.31,0.5,0.37,0.19,0.19,0.68,0.31,0.68,0.68,0.5,4.41,1610
E01001195,0.2108477839717158,0.0552988405580873,0.1247372097439235,0.0782496134440103,0.0549891436541521,0.044754734745732,1.2291802300347224e-05,0.000868761980975,0.0194467615198205,0.0381883691858362,0.3321431477864583,0.0008691858362268,0.0,0.0010412710684317,0.0206038863570601,0.0,0.0176024260344328,0.0,0.0003465723108362,0.0859063136611019,0.1061928596765326,0.1218971853766383,0.0846115807820087,0.0981516917986868,0.0998334725506686,0.0817014937959558,0.1052493121144972,0.0608727968829752,0.155583293360934,transportation,0.27,0.44,0.33,0.16,0.16,0.6,0.27,0.44,0.6,0.33,3.61,1826
E01001196,0.1820443979110047,0.0645964593420845,0.1470603853132071,0.0523374655674923,0.0703833556254661,0.0112080650146971,0.0001397003188522,0.0011785952770485,0.1744007739180714,0.0454467576777477,0.1809436072162805,0.0065028579667708,0.0004150276846189,0.0406181894041211,0.0005708210862399,0.0001604878539916,0.0209972609863,0.0002727307084535,0.0007230611275508,0.0973237103706556,0.1099985872953332,0.1083973247593132,0.0835146135465452,0.0993571378073288,0.1032235351442408,0.0867215041956248,0.0990087038229943,0.091221135030024,0.1212337480279393,transportation,0.36,0.47,0.36,0.18,0.18,0.47,0.36,0.77,0.65,0.36,4.15,1685
E01001197,0.2776158950221032,0.0426187867784524,0.0568206999767909,0.0408535169518511,0.0576224964433945,0.0077724805107122,0.0002018339277488,0.0005875928576151,0.2074834631834685,0.0276927078168563,0.2470502216460393,0.0055193685258172,9.687119635982733e-05,0.0209746880221363,0.0028293112049932,0.0003008524576822,0.0035410342009171,0.0003053305805593,0.0001128486965013,0.1084071124008446,0.1086906625674541,0.1143507811512657,0.0775768732331104,0.0964278109469319,0.0994304970803519,0.0792905276137285,0.1010151567261803,0.0944484770770958,0.120362101203036,transportation,0.32,0.43,0.32,0.11,0.11,0.32,0.16,0.59,0.59,0.32,3.27,1864
